State,city,cityClicks,cityApplies,jobPostings,populationTotal,popInLaborForce,unemployedPop,appliesPerClick,clicksPerPosting,jobsPerUnemployed,unemploymentRate,Prediction,Residual
AL,ASHLAND,113611,19006,238,2489088,1212764,67984,0.1672901391590603,477.35714285714283,0.003500823723228995,0.05605707293422298,161488.43219663508,-47877.43219663509
AL,ATHENS,281385,51220,325,7222775,3420375,284300,0.18202818202818202,865.8,0.0011431586352444601,0.083119540986003,222038.00612681836,59346.99387318162
AL,ATMORE,15141,2600,16,297728,107248,13360,0.17171917310613566,946.3125,0.0011976047904191617,0.12457108757272863,7595.258528416526,7545.741471583474
AL,ATTALLA,11016,1874,16,183152,85488,9744,0.17011619462599856,688.5,0.0016420361247947454,0.11398090960134756,7594.445411729853,3421.554588270147
AL,AUBURN,332172,57600,630,12897080,6561240,390670,0.17340414002384308,527.2571428571429,0.001612614226841068,0.05954209874962659,433485.8134668398,-101313.8134668398
AL,BAILEYTON,6793,1129,14,33012,12390,840,0.16620050051523627,485.2142857142857,0.016666666666666666,0.06779661016949153,6339.0024767729865,453.99752322701397
AL,BARTON,15100,2444,16,20372,9140,904,0.1618543046357616,943.75,0.017699115044247787,0.09890590809628008,7734.426338926679,7365.573661073321
AL,BAY MINETTE,9087,1796,10,203840,83480,5350,0.19764498734455815,908.7,0.001869158878504673,0.06408720651653091,3433.8578348452165,5653.1421651547835
AL,BAYOU LA BATRE,6366,1047,9,18891,8388,252,0.1644674835061263,707.3333333333334,0.03571428571428571,0.030042918454935622,3054.9569904525015,3311.0430095474985
AL,BESSEMER,31038,5169,54,1367370,603612,55170,0.16653779238352986,574.7777777777778,9.787928221859706e-4,0.09139977336434664,33976.652360165994,-2938.6523601659924
AL,BIRMINGHAM,721730,130850,1085,112737142,57491329,4139492,0.1813004863314536,665.1889400921659,2.621094569092053e-4,0.07200202312247818,753896.6792506177,-32166.679250617723
AL,BOAZ,11202,1838,18,253062,110340,7956,0.16407784324227817,622.3333333333334,0.0022624434389140274,0.07210440456769984,8983.38676560877,2218.61323439123
AL,BREWTON,4007,658,9,139626,53640,9639,0.16421262790117294,445.22222222222223,9.337068160597573e-4,0.1796979865771812,2738.178271836215,1268.8217281637849
AL,BRIDGEPORT,117558,22344,140,2051960,1086150,127720,0.19006788138620936,839.7,0.001096147823363608,0.1175896515214289,93657.03099989204,23900.96900010796
AL,BROOKSIDE,17926,3442,28,5138,1680,70,0.19201160325783778,640.2142857142857,0.4,0.041666666666666664,19671.959287519567,-1745.9592875195683
AL,BRUNDIDGE,11105,1899,11,52591,22484,3102,0.1710040522287258,1009.5454545454545,0.0035460992907801418,0.1379647749510763,4139.406902919617,6965.593097080383
AL,CALERA,9958,1780,18,192717,101178,4230,0.1787507531632858,553.2222222222222,0.00425531914893617,0.04180750756093222,8997.104882330406,960.8951176695937
AL,CALHOUN,29406,4728,48,431888,198768,11784,0.16078351356865947,612.625,0.004073319755600814,0.05928519681236416,29789.041846097447,-383.0418460974486
AL,CALVERT,17770,3018,24,35220,14664,1512,0.1698368036015757,740.4166666666666,0.015873015873015872,0.10310965630114566,13260.130402341107,4509.869597658894
AL,CASTLEBERRY,9659,1631,13,36257,10777,1625,0.1688580598405632,743,0.008,0.15078407720144751,5565.134389358031,4093.86561064197
AL,CENTREVILLE,30745,5060,55,1028379,581295,22440,0.16457960644007155,559,0.0024509803921568627,0.0386034629577065,34637.87709788204,-3892.877097882039
AL,CHELSEA,42896,8645,42,417318,218826,13554,0.20153394255874674,1021.3333333333334,0.003098716246126605,0.06193962326231801,25625.628597402472,17270.371402597528
AL,CHEROKEE,51216,8844,126,474579,204225,7707,0.17268041237113402,406.4761904761905,0.01634877384196185,0.037737789203084834,83935.99871481842,-32719.99871481842
AL,CHILDERSBURG,12926,2093,15,121140,55575,5850,0.1619217081850534,861.7333333333333,0.002564102564102564,0.10526315789473684,6905.003269991295,6020.996730008705
AL,CLANTON,12725,2205,10,198230,87810,6020,0.17328094302554028,1272.5,0.0016611295681063123,0.06855711194624758,3432.816633014505,9292.183366985495
AL,CLIO,33855,6030,45,241353,107721,10800,0.17811253876827648,752.3333333333334,0.004166666666666667,0.10025900242292589,27710.24293328277,6144.75706671723
AL,COLLINSVILLE,45612,8477,70,754130,380880,25620,0.18585021485573971,651.6,0.00273224043715847,0.06726528040327662,45036.545708856676,575.4542911433266
AL,COLUMBIA,187527,32062,306,13244040,7126974,468846,0.1709727132626235,612.8333333333334,6.526663339348101e-4,0.06578472153820121,209127.28236464594,-21600.282364645944
AL,COLUMBIANA,17166,2878,26,249834,108368,3718,0.16765699638820925,660.2307692307693,0.006993006993006993,0.034309021113243764,14564.530901752158,2601.4690982478432
AL,COURTLAND,76872,13344,60,134900,61970,5010,0.17358726194192944,1281.2,0.011976047904191617,0.08084557043730838,38167.830063560184,38704.169936439816
AL,CROSSVILLE,24744,4338,48,1015888,394880,25040,0.1753152279340446,515.5,0.0019169329073482429,0.06341166936790923,29787.023776015776,-5043.023776015774
AL,CULLMAN,10322,1772,21,904071,399819,20811,0.17167215655880644,491.5238095238095,0.0010090817356205853,0.05205105310152844,11067.690660962875,-745.6906609628747
AL,CUSSETA,8666,1424,14,35679,16436,1960,0.1643203323332564,619,0.007142857142857143,0.11925042589437819,6250.243727161791,2415.756272838209
AL,CYPRESS,43044,7296,60,3005595,1521495,59355,0.16950097574574854,717.4,0.0010108668182966893,0.039010972760344265,38139.40735018886,4904.592649811133
AL,DAPHNE,13438,2540,17,563567,306646,13838,0.18901622265218038,790.4705882352941,0.0012285012285012285,0.045126954207783565,8288.988133327513,5149.011866672487
AL,DAUPHIN ISLAND,2902,478,8,9248,4272,208,0.16471399035148174,362.75,0.038461538461538464,0.04868913857677903,2388.17651844623,513.8234815537699
AL,DECATUR,242892,43860,384,12151392,5986144,564352,0.18057408230818636,632.53125,6.804264005443411e-4,0.0942763822587629,263296.5537989371,-20404.553798937144
AL,DEMOPOLIS,7120,1296,10,83280,32500,4690,0.18202247191011237,712,0.0021321961620469083,0.1443076923076923,3435.4345914155842,3684.5654085844158
AL,DORA,25920,4302,39,117858,49179,3302,0.16597222222222222,664.6153846153846,0.011811023622047244,0.06714247951361353,23615.678487086523,2304.3215129134755
AL,DOTHAN,17997,3204,27,2267217,1051920,80109,0.17802967161193534,666.5555555555555,3.370407819346141e-4,0.07615503080082135,15300.398328501264,2696.601671498736
AL,DUNCANVILLE,24214,3958,30,645540,329010,25440,0.16345915586024615,807.1333333333333,0.0011792452830188679,0.07732287772408133,17310.688493816848,6903.311506183152
AL,EASTABOGA,5004,866,7,27496,12446,504,0.17306155075939247,714.8571428571429,0.013888888888888888,0.04049493813273341,1462.7891956752824,3541.2108043247176
AL,EIGHT MILE,5758,950,9,123417,47781,3888,0.16498784300104202,639.7777777777778,0.0023148148148148147,0.0813712563571294,2743.279294485702,3014.720705514298
AL,ELBA,21882,4101,33,114433,52096,2838,0.1874143131340828,663.0909090909091,0.011627906976744186,0.05447635135135135,19456.66486544406,2425.3351345559377
AL,ELKMONT,4871,863,10,87490,41820,4100,0.17717101211250258,487.1,0.0024390243902439024,0.09803921568627451,3437.5239544929395,1433.4760455070605
AL,ELMORE,36558,6384,45,163380,52740,4650,0.1746266207122928,812.4,0.00967741935483871,0.08816837315130831,27753.95135049908,8804.04864950092
AL,ENTERPRISE,73213,12278,105,688155,330555,20175,0.16770245721388277,697.2666666666667,0.0052044609665427505,0.06103371602305214,69299.43907137311,3913.560928626888
AL,EUFAULA,10930,1858,24,310440,127476,13608,0.16999085086916743,455.4166666666667,0.001763668430335097,0.10674950578932504,13143.147356598874,-2213.1473565988745
AL,EVERGREEN,39252,6612,60,514140,255810,21900,0.1684500152858453,654.2,0.0027397260273972603,0.08561041397912514,38103.72445187299,1148.275548127007
AL,FAIRFIELD,190570,31027,247,3673748,1872026,133965,0.16281156530408775,771.5384615384615,0.0018437651625424552,0.0715615060901932,167799.40687553916,22770.593124460836
AL,FAIRHOPE,18502,3168,44,727782,327558,15290,0.17122473246135553,420.5,0.0028776978417266188,0.046678756128685606,27011.490380020063,-8509.490380020065
AL,FALKVILLE,4001,783,5,37440,17285,1420,0.19570107473131718,800.2,0.0035211267605633804,0.08215215504772924,-19.80053452811262,4020.8005345281126
AL,FLORENCE,348398,59143,510,9516750,4317990,323070,0.1697570020493803,683.1333333333333,0.0015786052558269105,0.07481953408877742,350258.86010091426,-1860.8601009142328
AL,FOLEY,41046,6945,48,615200,295984,20656,0.16920040929688643,855.125,0.0023237800154918666,0.06978755608411265,29784.7864027733,11261.2135972267
AL,FORT MITCHELL,2519,495,11,72633,36223,2376,0.1965065502183406,229,0.004629629629629629,0.06559368357121166,4148.672776665728,-1629.6727766657273
AL,FORT PAYNE,12296,2205,16,334320,146320,12096,0.1793266102797658,768.5,0.0013227513227513227,0.08266812465828322,7594.687831467651,4701.312168532349
AL,FORT RUCKER,6906,1160,13,60853,31902,1508,0.16796988126267015,531.2307692307693,0.008620689655172414,0.04726976365118175,5570.85782347798,1335.1421765220198
AL,FULTONDALE,8907,1960,9,73809,40059,1440,0.22005164477377342,989.6666666666666,0.00625,0.03594697820714446,2777.1936344880205,6129.8063655119795
AL,GADSDEN,35888,6288,80,1408380,616540,46600,0.17521176995095855,448.6,0.0017167381974248926,0.07558309274337431,51983.806319366886,-16095.806319366886
AL,GAINESVILLE,29274,4816,84,4780944,2346552,141864,0.16451458632233382,348.5,5.921163931652851e-4,0.060456363208656785,54876.68575669931,-25602.685756699317
AL,GALLANT,2253,390,6,7800,3990,414,0.17310252996005326,375.5,0.014492753623188406,0.1037593984962406,775.6186270775647,1477.3813729224353
AL,GARDENDALE,25010,4806,36,318762,159948,5238,0.19216313474610155,694.7222222222222,0.006872852233676976,0.03274814314652262,21493.22478413776,3516.7752158622393
AL,GENEVA,129261,23452,165,1233555,613710,37275,0.1814313675431878,783.4,0.004426559356136821,0.060737155985726154,110882.1575894687,18378.842410531306
AL,GLENCOE,38565,6795,90,272180,135050,4970,0.176196032672112,428.5,0.018108651911468814,0.03680118474639023,59009.0907478548,-20444.0907478548
AL,GORDO,4634,823,13,67873,28132,3796,0.1776003452740613,356.46153846153845,0.003424657534246575,0.13493530499075784,5524.764176804954,-890.7641768049541
AL,GRAND BAY,1743,345,4,61856,26548,1636,0.19793459552495696,435.75,0.0024449877750611247,0.06162422781377128,-722.4774163820925,2465.4774163820925
AL,GREENVILLE,148440,26880,288,6457848,3188580,290016,0.18108326596604687,515.4166666666666,9.930486593843098e-4,0.09095459420808008,196411.96658222127,-47971.96658222127
AL,GULF SHORES,8798,1468,18,242892,118980,13410,0.1668561036599227,488.77777777777777,0.0013422818791946308,0.11270801815431165,8982.244028517503,-184.24402851750406
AL,GUNTERSVILLE,15278,2747,19,325622,145673,10830,0.17980102107605708,804.1052631578947,0.0017543859649122807,0.07434459371331681,9675.336806469417,5602.663193530583
AL,HALEYVILLE,7498,1264,9,118494,50706,3645,0.1685782875433449,833.1111111111111,0.0024691358024691358,0.07188498402555911,2744.4048776371847,4753.595122362815
AL,HAMILTON,211356,35074,361,3900852,1903743,106552,0.1659475008989572,585.4736842105264,0.0033880171184022824,0.05596973961296246,246751.94273359503,-35395.942733595046
AL,HANCEVILLE,5114,833,6,76056,28698,2004,0.16288619475948377,852.3333333333334,0.0029940119760479044,0.06983065021952749,668.7847326519586,4445.215267348041
AL,HARTSELLE,3874,644,7,178038,84847,7084,0.16623644811564275,553.4285714285714,9.881422924901185e-4,0.08349146110056926,1349.5980034117215,2524.4019965882785
AL,HARVEST,2856,516,7,147441,78645,4354,0.18067226890756302,408,0.001607717041800643,0.05536270582999555,1351.6777109707602,1504.3222890292398
AL,HEADLAND,8810,1592,13,112489,54873,3198,0.18070374574347334,677.6923076923077,0.0040650406504065045,0.05828002842928216,5530.005578101238,3279.994421898762
AL,HELENA,16359,2800,49,609875,302834,11676,0.17115960633290545,333.85714285714283,0.004196642685851319,0.03855577643197263,30482.833165171884,-14123.833165171885
AL,HILLSBORO,84201,15674,187,2026893,985589,59092,0.1861498081970523,450.27272727272725,0.0031645569620253164,0.05995602629493633,126141.50825306383,-41940.50825306383
AL,HOMEWOOD,20326,4262,28,286188,149786,10136,0.20968218045852602,725.9285714285714,0.0027624309392265192,0.06766987568931676,15918.879243313368,4407.120756686632
AL,HUNTSVILLE,770792,141768,1048,36644892,17327763,1262447,0.18392510560566275,735.4885496183206,8.301338590847774e-4,0.07285689445313859,724269.2165286562,46522.78347134376
AL,IRONDALE,7626,1274,10,11045,4640,285,0.16706005769735116,762.6,0.03508771929824561,0.061422413793103446,3741.8330212423525,3884.1669787576475
AL,JACKSON,251200,43220,380,10586933,4984061,425600,0.17205414012738854,661.0526315789474,8.928571428571428e-4,0.08539221329754992,260334.55753216008,-9134.557532160077
AL,JACKSONVILLE,166788,29124,144,12738876,6513696,522276,0.17461687891215194,1158.25,2.7571628793971e-4,0.0801812058775847,96968.93513604396,69819.06486395604
AL,JASPER,102000,16920,168,1618904,716380,49504,0.16588235294117648,607.1428571428571,0.003393665158371041,0.0691029900332226,112967.68181856365,-10967.681818563648
AL,KILLEN,12168,2371,11,153912,72083,3927,0.19485535831689677,1106.1818181818182,0.0028011204481792717,0.054478864642148635,4133.489225512402,8034.510774487598
AL,KIMBERLY,18300,2980,45,164052,80226,3681,0.1628415300546448,406.6666666666667,0.012224938875305624,0.045882880861566076,27776.762628561468,-9476.762628561468
AL,LACEYS SPRING,15350,2501,11,57002,24178,869,0.16293159609120522,1395.4545454545455,0.012658227848101266,0.0359417652411283,4222.7140756112,11127.2859243888
AL,LAFAYETTE,78180,15750,90,3163230,1691568,87849,0.2014581734458941,868.6666666666666,0.001024485196188915,0.05193347237592577,58962.3146773624,19217.685322637597
AL,LANETT,15215,2569,13,154310,70876,6773,0.16884653302661848,1170.3846153846155,0.0019193857965451055,0.09556126192223037,5514.628676406681,9700.37132359332
AL,LAWRENCE,80668,14546,84,2321268,1244244,94476,0.18031933356473448,960.3333333333334,8.891146957957577e-4,0.07593044451088372,54813.61327197321,25854.38672802679
AL,LEEDS,51228,8682,78,285662,133510,5967,0.16947762942141018,656.7692307692307,0.013071895424836602,0.04469328140214216,50649.44863385285,578.5513661471481
AL,LEESBURG,92664,17952,96,2166996,1000920,57708,0.19373219373219372,965.25,0.0016635475150758993,0.057654957439155975,63083.0984715651,29580.9015284349
AL,LINCOLN,142308,25974,270,6158190,3257220,155055,0.18251960536301542,527.0666666666667,0.0017413175969817163,0.0476034778123676,183761.51496663608,-41453.51496663609
AL,LINDEN,38376,6756,96,716384,370016,28520,0.1760475297060663,399.75,0.0033660589060308557,0.07707774798927614,63058.660270734144,-24682.660270734144
AL,LOXLEY,2447,411,10,88610,38700,2450,0.16796076828769924,244.7,0.004081632653061225,0.06330749354005168,3450.806922438257,-1003.8069224382573
AL,LUVERNE,21063,3492,33,128777,59554,2156,0.1657883492380003,638.2727272727273,0.015306122448979591,0.03620243812338382,19490.597787447587,1572.4022125524132
AL,MADISON,431652,79742,728,16629256,9233784,451864,0.1847367787013613,592.9285714285714,0.001611104226050316,0.04893595085178514,501462.5392200833,-69810.53922008326
AL,MARION,180550,30337,253,3180298,1448579,102476,0.16802547770700638,713.6363636363636,0.002468870759982825,0.07074243103068593,171918.18403655477,8631.815963445219
AL,MCINTOSH,11536,2312,14,9590,5236,217,0.20041608876560332,824,0.06451612903225806,0.04144385026737968,6791.901383829808,4744.098616170192
AL,MERIDIANVILLE,4279,748,7,51870,26313,2114,0.17480719794344474,611.2857142857143,0.0033112582781456954,0.08034051609470604,1364.7181726677982,2914.281827332202
AL,MIDLAND CITY,7216,1342,14,85358,40600,2758,0.18597560975609756,515.4285714285714,0.005076142131979695,0.06793103448275863,6231.754244601366,984.2457553986345
AL,MILLBROOK,18237,2934,21,141638,71673,1771,0.16088172396775785,868.4285714285714,0.011857707509881422,0.02470944428166813,11144.09665143085,7092.903348569151
AL,MOBILE,61328,11592,79,21670964,10071078,873503,0.1890164362118445,776.3037974683544,9.044044496698923e-5,0.08673381340110761,52425.349969295305,8902.650030704697
AL,MONROEVILLE,49245,8750,50,515940,261070,19400,0.17768301350390903,984.9,0.002577319587628866,0.07430957214540161,31170.988383914813,18074.011616085187
AL,MONTEVALLO,6710,1133,14,203448,97790,10290,0.16885245901639345,479.2857142857143,0.0013605442176870747,0.10522548317823908,6206.991159060097,503.0088409399028
AL,MONTGOMERY,580010,107080,740,23295422,11437588,800458,0.18461750659471388,783.7972972972973,9.244707405010632e-4,0.06998486044435243,510253.9818664084,69756.01813359161
AL,MOODY,22575,3804,36,186144,98172,4128,0.16850498338870432,627.0833333333334,0.00872093023255814,0.04204864930937538,21509.20708283694,1065.7929171630615
AL,MOULTON,31083,5040,48,280720,115920,7472,0.16214651095454108,647.5625,0.006423982869379015,0.06445824706694273,29805.338142665394,1277.6618573346052
AL,MOUNDVILLE,20902,3834,30,108990,47400,3420,0.18342742321308966,696.7333333333333,0.008771929824561403,0.07215189873417721,17352.07436676509,3549.925633234912
AL,MUSCLE SHOALS,8356,1374,19,320359,150765,8588,0.16443274293920537,439.7894736842105,0.0022123893805309734,0.05696282293635791,9676.562826140116,-1320.5628261401157
AL,NORTHPORT,39764,7136,24,380622,193458,10050,0.1794588069610703,1656.8333333333333,0.0023880597014925373,0.051949260304562234,13144.121476706936,26619.878523293064
AL,ODENVILLE,3932,664,10,143110,69710,3160,0.1688708036622584,393.2,0.0031645569620253164,0.04533065557308851,3443.0973216901325,488.9026783098676
AL,ONEONTA,12906,2066,22,410058,187583,11187,0.16008058267472494,586.6363636363636,0.0019665683382497543,0.059637600422213104,11756.161318896477,1149.838681103524
AL,OPELIKA,16585,2873,24,995256,469392,22320,0.17322882122399758,691.0416666666666,0.001075268817204301,0.047550874322527865,13148.732431319053,3436.2675686809466
AL,ORANGE BEACH,13065,2279,20,127820,61920,3220,0.1744355147340222,653.25,0.006211180124223602,0.052002583979328165,10399.792328304156,2665.207671695844
AL,OXFORD,159340,29220,280,3102792,1541652,95004,0.1833814484749592,569.0714285714286,0.0029472443265546712,0.06162480248460742,190617.17509470452,-31277.17509470452
AL,OZARK,16188,2892,32,477560,225616,16248,0.17865085248332097,505.875,0.0019694731659281144,0.07201616906602369,18690.945656260486,-2502.945656260486
AL,PARRISH,14760,2414,24,309420,148584,10164,0.16355013550135503,615,0.0023612750885478157,0.06840575028266839,13144.025980641407,1615.9740193585938
AL,PELHAM,86562,16872,90,964425,492615,26040,0.19491231718305954,961.8,0.0034562211981566822,0.05286075332663439,58899.43512674194,27662.564873258063
AL,PELL CITY,10687,1778,18,378756,179982,14184,0.1663703565079068,593.7222222222222,0.0012690355329949238,0.07880788078807881,8982.62560112958,1704.3743988704189
AL,PHENIX CITY,8917,1737,11,724845,346511,28853,0.1947964562072446,810.6363636363636,3.812428516965307e-4,0.0832671978667344,4145.198564820501,4771.801435179499
AL,PIEDMONT,64904,10440,64,492576,230208,12136,0.1608529520522618,1014.125,0.005273566249176005,0.052717542396441476,40885.26526960645,24018.734730393553
AL,PINSON,8000,1318,20,235490,117790,6940,0.16475,400,0.002881844380403458,0.05891841412683589,10373.391976049914,-2373.3919760499143
AL,PLEASANT GROVE,20496,3540,52,755638,351065,17277,0.17271662763466042,394.15384615384613,0.0030097817908201654,0.04921310868357712,32557.68163126141,-12061.68163126141
AL,PRATTVILLE,11882,1942,16,766032,364240,17216,0.16344049823262077,742.625,9.293680297397769e-4,0.04726553920491983,7598.076229758478,4283.923770241522
AL,RAINBOW CITY,8386,1354,12,119508,50928,4848,0.16145957548294776,698.8333333333334,0.0024752475247524753,0.09519321394910461,4824.451475549156,3561.548524450843
AL,RAINSVILLE,7976,1378,6,24093,10260,528,0.17276830491474424,1329.3333333333333,0.011363636363636364,0.05146198830409357,746.1031475061664,7229.896852493834
AL,RED BAY,4922,829,9,35586,16884,1242,0.1684274685087363,546.8888888888889,0.007246376811594203,0.07356076759061833,2786.3671544991907,2135.6328455008093
AL,REFORM,2143,401,8,28888,11440,1496,0.18712085860942604,267.875,0.0053475935828877,0.13076923076923078,2075.9418237516193,67.05817624838076
AL,ROANOKE,27450,4668,54,2024091,1040310,53514,0.17005464480874316,508.3333333333333,0.0010090817356205853,0.051440436023877496,33974.63706862547,-6524.637068625465
AL,ROBERTSDALE,10720,1998,22,166551,71137,3883,0.18638059701492538,487.27272727272725,0.0056657223796034,0.05458481521571053,11781.0854787663,-1061.0854787662995
AL,ROGERSVILLE,26136,4664,40,416220,177070,11710,0.17845117845117844,653.4,0.0034158838599487617,0.06613203817699215,24240.52845039566,1895.4715496043395
AL,RUSSELLVILLE,55041,11508,70,848690,381670,27020,0.20908050362457078,786.3,0.0025906735751295338,0.07079414153588179,45037.14978524319,10003.85021475681
AL,SAFFORD,23836,3924,26,271778,98527,10192,0.1646249370699782,916.7692307692307,0.002551020408163265,0.10344372608523551,14531.40828183031,9304.59171816969
AL,SALEM,302542,54510,322,7006594,3502198,251524,0.1801733313060666,939.5714285714286,0.0012801959256373149,0.07181889773222416,219915.41747249936,82626.58252750065
AL,SAMSON,5461,917,11,48092,18821,2486,0.16791796374290424,496.45454545454544,0.004424778761061947,0.13208649912331968,4146.8830843233245,1314.116915676675
AL,SARALAND,1538,269,4,59896,28204,1896,0.17490247074122237,384.5,0.002109704641350211,0.06722450716210467,-725.2954593555155,2263.2954593555155
AL,SATSUMA,11958,1906,16,98488,41720,3152,0.15939120254223113,747.375,0.005076142131979695,0.07555129434324065,7617.846048282497,4340.153951717503
AL,SCOTTSBORO,11577,1918,18,380160,174312,13410,0.1656733177852639,643.1666666666666,0.0013422818791946308,0.07693102023957042,8982.244028517503,2594.7559714824965
AL,SEALE,5179,918,12,48168,21672,1932,0.17725429619617686,431.5833333333333,0.006211180124223602,0.08914728682170543,4855.8255530237075,323.1744469762923
AL,SELMA,35903,5761,56,712280,302632,33648,0.1604601286800546,641.125,0.0016642891107941037,0.11118454096063866,35338.7725201938,564.227479806198
